timestamp,temp,Atypical_Day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,usage_t-1,usage_t-2,usage_t-3,usage_t-4,usage_t-5,usage_t-6,usage_t-7,usage_t-8,usage_t-9,usage_t-10,usage_t-11,usage_t-12
2017-03-18 23:30:00,28.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.107,0.09699999999999999,0.105,0.135,0.065,0.063,0.065,0.073,0.07400000000000001,0.135,0.08900000000000001,0.06
2017-03-19 00:00:00,28.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065,0.063,0.065,0.073,0.07400000000000001,0.135,0.08900000000000001
2017-03-19 00:30:00,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065,0.063,0.065,0.073,0.07400000000000001,0.135
2017-03-19 01:00:00,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065,0.063,0.065,0.073,0.07400000000000001
2017-03-19 01:30:00,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065,0.063,0.065,0.073
2017-03-19 02:00:00,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065,0.063,0.065
2017-03-19 02:30:00,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065,0.063
2017-03-19 03:00:00,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135,0.065
2017-03-19 03:30:00,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105,0.135
2017-03-19 04:00:00,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999,0.105
2017-03-19 04:30:00,26.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107,0.09699999999999999
2017-03-19 05:00:00,26.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001,0.107
2017-03-19 05:30:00,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.154,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999,0.12300000000000001
2017-03-19 06:00:00,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.105,0.154,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138,0.11599999999999999
2017-03-19 06:30:00,26.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.105,0.105,0.154,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172,0.138
2017-03-19 07:00:00,26.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11800000000000001,0.109,0.105,0.105,0.154,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127,0.172
2017-03-19 07:30:00,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.11800000000000001,0.109,0.105,0.105,0.154,0.15,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.121,0.127
